Centro,Ubicación Tecnica,Denominación,Codigo Equipo,Nombre Equipo,Plan,Desc. plan,Orden,Actividad,Tipo,Causa,Parada,Duración,razon de no planeacion,Criticidad,Fecha2,Nombre,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador
G. LUX DUITAMA,0441-LINEA BOTELLON 20 LT,LINEA PRODUCCION DE BOTELLONES DE 20 LT,710111,LAVADORA DE HUACALES,19207,MANTENIMIENTO MECANICO LAVA. HUACALES,13349438,lavar tuberia de inyector con,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA BOTELLON 20 LT,LINEA PRODUCCION DE BOTELLONES DE 20 LT,710111,LAVADORA DE HUACALES,19207,MANTENIMIENTO MECANICO LAVA. HUACALES,13349439,bajar boquillas y lavarlas,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA BOTELLON 20 LT,LINEA PRODUCCION DE BOTELLONES DE 20 LT,710111,LAVADORA DE HUACALES,19207,MANTENIMIENTO MECANICO LAVA. HUACALES,13349439,lavar tuberia de inyector con,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA BOTELLON 20 LT,LINEA PRODUCCION DE BOTELLONES DE 20 LT,589625,CODIFICADOR DE BOTELLON 20 L,19291,MANTENIMIENTO MECANICO BOTELLON,13349444,Cambio de Aditivos y tinta lavado de boq,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA BOTELLON 20 LT,LINEA PRODUCCION DE BOTELLONES DE 20 LT,589625,CODIFICADOR DE BOTELLON 20 L,19291,MANTENIMIENTO MECANICO BOTELLON,13349448,Cambio de Aditivos y tinta lavado de boq,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962302,TINA 4000 LTS,19745,MANTENIMIETO MECANICO TINA 2 69962302,13349456,Lubricación general del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962305,TINA 2000 LTS,19749,MANTENIMIETO ELECTRICO TINA 5 69962305,13349461,Lubricación general del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962306,TINA 2000 LTS,19751,MANTENIMIETO ELECTRICOTINA 6 69962306,13349463,Lubricación general del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962307,TINA 2000 LTS,19753,MANTENIMIETO ELECTRICO TINA 7 69962307,13349465,Lubricación general del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962308,TINA 2000 LTS,19755,MANTENIMIETO ELECTRICO TINA 8 69962308,13349467,Lubricación general del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962309,TINA 1500 LTS,19757,MANTENIMIETO ELECTRICO TINA 9 69962309,13349469,Lubricación general del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962310,TINA 1500 LTS,19759,MANTENIMIETO ELECTRICO TINA 10 69962310,13349470,Lubricación general del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962310,TINA 1500 LTS,19760,MANTENIMIETO MECANICOTINA 10 69962310,13349474,Lubricación general del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962311,TINA 2000 LTS,19761,MANTENIMIETO ELECTRICO TINA 11 69962311,13349476,Lubricación general del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962313,TINA  800 LTS,19763,MANTENIMIETO ELECTRICO TINA 13 69962313,13349478,Lubricación general del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962314,TINA 1700 LTS,19765,MANTENIMIETO ELECTRICO TINA 14 69962314,13349480,Lubricación general del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13349532,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13349533,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13349534,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13349535,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13349536,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13349537,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13349538,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13349539,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13349540,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13349541,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13349542,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",560012,LAVADORA DE CAJAS,23068,PLAN DE MANTENIMIENTO LAVADORA DE CAJAS,13349552,Revisi¢n del transportador,Preventivo,Maquinaria,No,1,,Alto,"22/5/2024, 6:00:00",Juan Carlos galvis ,si,si,si,si
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",560012,LAVADORA DE CAJAS,23069,PLAN DE MANTENIMIENTO LAVADORA DE CAJAS,13349553,Revisi¢n valvulas de entrada agua,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",560012,LAVADORA DE CAJAS,23069,PLAN DE MANTENIMIENTO LAVADORA DE CAJAS,13349553,Revisi¢n de valvulas entrada de vapor,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",560012,LAVADORA DE CAJAS,23069,PLAN DE MANTENIMIENTO LAVADORA DE CAJAS,13349553,Revisi¢n valvulas neumat drenaje 1 y 2,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",699103,UNIDAD MANEJADORA  # 1,36761,PLAN DE MANTENIMIENTO UMAS #1 LINEA1,13349585,Revision semanal del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",699103,UNIDAD MANEJADORA  # 1,36761,PLAN DE MANTENIMIENTO UMAS #1 LINEA1,13349586,Revision semanal del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,699104,UNIDAD MANEJADORA  # 2,36775,PLAN DE MANTENIMIENTO UMAS #2JARABES,13349587,Revisión semanal del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,69962450,COCINA 4000 L SANEAMIENTO FILTROS CARBON,21608,MANTENIMIENTO ELECTRICO COCINA,13349527,Revi los controles de temperatura,Preventivo,Maquinaria,No,"1,5",,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,699623,SALA DE PREPARACION,19163,LUBRICACION DE RODAMIENTOS AGITADORES,13339538,Revisión funcionamiento lamp iluminacón,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",528949,CARBO-ENFRIADOR,15498,PLAN DE MANTENIMIENTO CARBO ENFRIADOR,13349313,Purga sist NH3 ver Fugas TK y accesorios,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",528949,CARBO-ENFRIADOR,15499,PLAN DE MANTENIMIENTO CARBO ENFRIADOR,13349314,Purga sist NH3 ver Fugas TK y accesorios,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13349349,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13349350,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13349351,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13349352,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13349353,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13349354,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13349355,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13349356,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13349357,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13349358,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13349359,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15647,Mantenimiento de Inspector de botellas,13349362,Revisi¢n de la tarjetas electronicas,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,698273,FILTRO DE BUJIAS,19156,MANTENIMIENTO MECANICO FILTRO BUJIAS,13349417,Revisar empaquetaduras de las valvulas,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA BOTELLON 20 LT,LINEA PRODUCCION DE BOTELLONES DE 20 LT,710110,LAVADORA DE BOTELLONES,19200,MANTENIMIENTO MECANICO LAVA. BOTELLONES,13349432,Revisión de la trampa limpieza.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,20700604,TALADRO PEDESTAL,21603,MANTENIMIENTOY LUBRICACION DE EQUIPO,13349508,Revision del motor de giro,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710183,LLENADORA DE BOLSAS LINEA 3,23288,MANT. ELETROMECANICO LLENA. DOBLE CABEZA,13349584,lubricacion de seguidores de leva y acci,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",829837,TRANSPORTADOR DE CAJAS,18859,PLAN MANT. LUBRICACION TRANSP. CAJAS L1,13349387,Engrace de chumaceras ejes cardanicos.,Preventivo,Maquinaria,No,3,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",528949,CARBO-ENFRIADOR,15495,PLAN DE MANTENIMIENTO CARBO ENFRIADOR,13349309,Lubricación de motor y bomba.,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",528949,CARBO-ENFRIADOR,15496,PLAN DE MANTENIMIENTO CARBO ENFRIADOR,13349310,Lubricación de motor y bomba.,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",540006,EMPACADORA,15604,PLAN DE MANTENIMIENTO EMPACADORA,13349327,Lubricación general del equipo.,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,699623,SALA DE PREPARACION,15632,Plan de mantenimiento elec sala preparac,13349331,Revi motor extractor #1 sala jarabe,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,699623,SALA DE PREPARACION,15632,Plan de mantenimiento elec sala preparac,13349331,Revi motor extractor # 2 sala jarabe,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,699623,SALA DE PREPARACION,15632,Plan de mantenimiento elec sala preparac,13349331,Revi motor extractor # 3 sala jarabe,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,698273,FILTRO DE BUJIAS,19156,MANTENIMIENTO MECANICO FILTRO BUJIAS,13349417,Revisar bomba del filtro H&K,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",829637,TRANSPORTADOR DE BOTELLAS,19209,MANTENIMIENTO MECANICO TRANP.BOTELLAS,13349441,Revision estractor de pitillos,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,20700602,TALLER PAPELERIA,21601,LIMPIEZA Y ORDEN DEL OFICINA Y EQUIPOS,13349505,limpieza de oficina y cuarto de lubricac,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,20700603,TALLER UTILES ASEO,21602,MANTENIMIENTOY LIMPIEZA DE TALLER Y OFIC,13349506,"limpieza de ventanales y pisos taller,of",Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,20700604,TALADRO PEDESTAL,21603,MANTENIMIENTOY LUBRICACION DE EQUIPO,13349510,lubricación y limpieza del árbol y porta,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,69962450,COCINA 4000 L SANEAMIENTO FILTROS CARBON,21608,MANTENIMIENTO ELECTRICO COCINA,13349527,Revi el motor cocina # 1,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13349536,lubricacion levas bujes y seguidores lev,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",560012,LAVADORA DE CAJAS,23092,PLAN DE MANTENIMIENTO ELEC. LAV DE CAJAS,13349567,Revisi¢n cambio de aceite al reductor,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",518620,LLENADORA,55322,PLAN MTTO LUBRICACIÓN LLENADORA 518620,13349590,Lubricación general del equipo.,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",629084,COMPRESOR DE REFRIGERACION,18846,MANT. LUBRUCACION DEL COMPRESOR REFR 2,13349382,Revisi¢n aceite compresor,Preventivo,Maquinaria,No,5,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",629084,COMPRESOR DE REFRIGERACION,18846,MANT. LUBRUCACION DEL COMPRESOR REFR 2,13349383,Revisi¢n aceite compresor,Preventivo,Maquinaria,No,5,,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,689614,REDES HIDRAULICAS Y NEUMATICAS,21614,PINTURA Y CORREGIR FUGAS DE FLUIDOS,13300323,Verificacion del estado pintura seg. cod,Preventivo,Maquinaria,No,6,,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,689614,REDES HIDRAULICAS Y NEUMATICAS,22709,PLAN DE MANTENIMIENTO MEC. REDES HIDRAUL,13317687,Verificacion del estado pintura seg. cod,Preventivo,Maquinaria,No,6,,,,,,,,
G. LUX DUITAMA,0441-LINEA BOTELLON 20 LT,LINEA PRODUCCION DE BOTELLONES DE 20 LT,710111,LAVADORA DE HUACALES,18836,MANT. MECANICO LAVADORA DE HUACALES,13349374,mantto mec bomba tanque #1,Preventivo,Maquinaria,No,6,,,,,,,,
G. LUX DUITAMA,0441-LINEA BOTELLON 20 LT,LINEA PRODUCCION DE BOTELLONES DE 20 LT,710111,LAVADORA DE HUACALES,18836,MANT. MECANICO LAVADORA DE HUACALES,13349374,mantto mec bomba tanquen2,Preventivo,Maquinaria,No,6,,,,,,,,
