Centro,Ubicación Tecnica,Denominación,Codigo Equipo,Nombre Equipo,Plan,Desc. plan,Orden,Actividad,Tipo,Causa,Parada,Duración,razon de no planeacion,Criticidad,Fecha2,Nombre,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",829637,TRANSPORTADOR DE BOTELLAS,19209,MANTENIMIENTO MECANICO TRANP.BOTELLAS,13349441,Revision moto-reductor zona cargue,Preventivo,Maquinaria,No,6,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",829637,TRANSPORTADOR DE BOTELLAS,19209,MANTENIMIENTO MECANICO TRANP.BOTELLAS,13349441,Revision moto-reductor zona descarga,Preventivo,Maquinaria,No,6,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",508210,LAVADORA DE BOTELLAS,12932,PLAN MANTENIMIENTO LAVADORA 508210,13306559,Mantenimiento al motor principal.,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",508210,LAVADORA DE BOTELLAS,12932,PLAN MANTENIMIENTO LAVADORA 508210,13306559,Mantto motor del reductor agitador.,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",508210,LAVADORA DE BOTELLAS,12932,PLAN MANTENIMIENTO LAVADORA 508210,13306559,Mantto motor del reductor mesa cargue.,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",508210,LAVADORA DE BOTELLAS,12932,PLAN MANTENIMIENTO LAVADORA 508210,13306559,Mantenimiento al motor bomba soda.,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",508210,LAVADORA DE BOTELLAS,12932,PLAN MANTENIMIENTO LAVADORA 508210,13306559,Mantenimiento al motor  enjuague final.,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",508210,LAVADORA DE BOTELLAS,12932,PLAN MANTENIMIENTO LAVADORA 508210,13306559,Mantto motor bomba preenjuague.,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",508210,LAVADORA DE BOTELLAS,12932,PLAN MANTENIMIENTO LAVADORA 508210,13306559,Mantto motor bomba primer preenjuague.,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",508210,LAVADORA DE BOTELLAS,12932,Mantto Lubr motriz Lav bot.,13306561,Cambio de aceite a los reductores.,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,699623,SALA DE PREPARACION,19162,MANTENIMIENTO ELECTRIC. SALA DE PREPARAC,13339536,Revision  arrancadores,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,699623,SALA DE PREPARACION,15633,Plan de mantenimiento elec sala preparac,13349334,Revision de bolas aspersoras,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",629084,COMPRESOR DE REFRIGERACION,18845,MANTENIMIENTO ELECTRICO COMPRESOR REFR 2,13349381,limpieza tablero general,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,670014,PLANTA ELECTRICA,19152,MANTENIMIENTO ELECTRIC.PLANTA DUITAMA,13349412,"""verificar funcionamiento de la bomba",Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,699623,SALA DE PREPARACION,19162,MANTENIMIENTO ELECTRIC. SALA DE PREPARAC,13349422,Revision de bolas aspersoras,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",829637,TRANSPORTADOR DE BOTELLAS,19168,MANTENIMIENTO MECANICO TRANP.BOTELLAS,13349424,Revision transp botellas table-top N§1,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",829637,TRANSPORTADOR DE BOTELLAS,19170,MANTENIMIENTO MECANICO TRANP.BOTELLAS,13349425,Revision transp botellas table-top N§1,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",829637,TRANSPORTADOR DE BOTELLAS,19209,MANTENIMIENTO MECANICO TRANP.BOTELLAS,13349441,Revision transp botellas Table -top sep.,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",560012,LAVADORA DE CAJAS,23069,PLAN DE MANTENIMIENTO LAVADORA DE CAJAS,13349554,Revise  el reductor de la malla,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",560012,LAVADORA DE CAJAS,23069,PLAN DE MANTENIMIENTO LAVADORA DE CAJAS,13349553,Revisi¢n de las bombas del equipo,Preventivo,Maquinaria,No,16,,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,670014,PLANTA ELECTRICA,19155,LUBRICACION PLANTA ELECTRICA DUITAMA,13351369,cambio de filtros de aceite Ref,Preventivo,Maquinaria,No,"0,5",,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15643,Mantenimiento de Inspector de botellas,13353466,Revisi¢n del vidrio difusor,Preventivo,Maquinaria,No,"0,5",,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15646,Mantenimiento de Inspector de botellas,13351353,Revisi¢n de la tarjeta  line control.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,670014,PLANTA ELECTRICA,19155,LUBRICACION PLANTA ELECTRICA DUITAMA,13351369,"""evacuar aceite usado del carter,""",Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13351392,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13351393,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",560012,LAVADORA DE CAJAS,23092,PLAN DE MANTENIMIENTO ELEC. LAV DE CAJAS,13351400,Revisi¢n nivel de aceite al reductor,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15643,Mantenimiento de Inspector de botellas,13353466,Revisi¢n de los lentes,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,670014,PLANTA ELECTRICA,19152,MANTENIMIENTO ELECTRIC.PLANTA DUITAMA,13353476,"""verificar/reempalzar (si es necesario)",Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,670014,PLANTA ELECTRICA,19152,MANTENIMIENTO ELECTRIC.PLANTA DUITAMA,13353476,limpiar y lavar sistema de,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA BOTELLON 20 LT,LINEA PRODUCCION DE BOTELLONES DE 20 LT,710111,LAVADORA DE HUACALES,19207,MANTENIMIENTO MECANICO LAVA. HUACALES,13353479,bajar boquillas y lavarlas,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA BOTELLON 20 LT,LINEA PRODUCCION DE BOTELLONES DE 20 LT,710111,LAVADORA DE HUACALES,19207,MANTENIMIENTO MECANICO LAVA. HUACALES,13353479,lavar tuberia de inyector con,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13353491,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13353492,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13353493,Revisión de lampara ultra violeta,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,699104,UNIDAD MANEJADORA  # 2,36775,PLAN DE MANTENIMIENTO UMAS #2JARABES,13353501,Revisión semanal del equipo.,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",518620,LLENADORA,0,CAMBI DE PIÑON DEL CORONADOR SALIDA ESTR,13354447,CAMBI DE PIÑON DEL CORONADOR SALIDA ESTR,Preventivo,Maquinaria,No,1,,,,,,,,
G. LUX DUITAMA,0441-LINEA BOTELLON 20 LT,LINEA PRODUCCION DE BOTELLONES DE 20 LT,710110,LAVADORA DE BOTELLONES,19202,MANTENIMIENTO ELECTRICO LAVA. BOTELLONES,13349436,mantto elect general del tablero,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13351351,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13351352,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15647,Mantenimiento de Inspector de botellas,13351354,Revisi¢n de la tarjetas electronicas,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13353468,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13353469,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15645,Mantenimiento de Inspector de botellas,13353470,Revisi¢n y calibraci¢n de manometros.,Preventivo,Maquinaria,No,2,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",829637,TRANSPORTADOR DE BOTELLAS,19166,MANTENIMIENTO MECANICO TRANP.BOTELLAS,13306603,Desmonte cubiertas  revisión y limpieza,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,20700602,TALLER PAPELERIA,21601,LIMPIEZA Y ORDEN DEL OFICINA Y EQUIPOS,13351387,limpieza de oficina y cuarto de lubricac,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,900212,LLENADORA DE BOLSAS LINEA 4,21613,MANTENIMIENTO ELECTROMECANICO LLEN BOLSA,13351392,lubricacion levas bujes y seguidores lev,Preventivo,Maquinaria,No,4,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",829637,TRANSPORTADOR DE BOTELLAS,19166,MANTENIMIENTO MECANICO TRANP.BOTELLAS,13306603,Mtto de transportador mesa rechazo.,Preventivo,Maquinaria,No,6,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",829637,TRANSPORTADOR DE BOTELLAS,19209,MANTENIMIENTO MECANICO TRANP.BOTELLAS,13351379,Revision transp botellas Table -top sep.,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",629084,COMPRESOR DE REFRIGERACION,18845,MANTENIMIENTO ELECTRICO COMPRESOR REFR 2,13353472,limpieza tablero general,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,670014,PLANTA ELECTRICA,19152,MANTENIMIENTO ELECTRIC.PLANTA DUITAMA,13353476,"""verificar funcionamiento de la bomba",Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,689614,REDES HIDRAULICAS Y NEUMATICAS,21614,PINTURA Y CORREGIR FUGAS DE FLUIDOS,13353494,Corregir fugas de aire y agua en llineas,Preventivo,Maquinaria,No,8,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15643,Mantenimiento de Inspector de botellas,13351348,verificar correcta operación calibracion,Preventivo,Maquinaria,No,0,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15643,Mantenimiento de Inspector de botellas,13351349,verificar correcta operación calibracion,Preventivo,Maquinaria,No,0,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15643,Mantenimiento de Inspector de botellas,13353465,verificar correcta operación calibracion,Preventivo,Maquinaria,No,0,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15643,Mantenimiento de Inspector de botellas,13353466,verificar correcta operación calibracion,Preventivo,Maquinaria,No,0,,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15643,Mantenimiento de Inspector de botellas,13353467,verificar correcta operación calibracion,Preventivo,Maquinaria,No,0,,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649224,COMPRESOR DE AIRE,18993,MANT. LUBRICACION DEL COMPAIRE INGERSOL,13351364,Revi presion de aceite normal de,Preventivo,Maquinaria,No,"0,1",,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649224,COMPRESOR DE AIRE,18993,MANT. LUBRICACION DEL COMPAIRE INGERSOL,13351364,Revi presion de aceite minima de,Preventivo,Maquinaria,No,"0,1",,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649224,COMPRESOR DE AIRE,18993,MANT. LUBRICACION DEL COMPAIRE INGERSOL,13351364,Revi nivel aceite con equipo en marcha,Preventivo,Maquinaria,No,"0,1",,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,670014,PLANTA ELECTRICA,19152,MANTENIMIENTO ELECTRIC.PLANTA DUITAMA,13353476,revisar nivel de refrigerante del motor,Preventivo,Maquinaria,No,"0,1",,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,670014,PLANTA ELECTRICA,19152,MANTENIMIENTO ELECTRIC.PLANTA DUITAMA,13353476,"""verificar estado de las aletas del ,""",Preventivo,Maquinaria,No,"0,1",,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15648,Mantenimiento de Inspector de botellas,13351356,Revision Dosificaci¢n jabon lubri,Preventivo,Maquinaria,No,"0,2",,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,670014,PLANTA ELECTRICA,19155,LUBRICACION PLANTA ELECTRICA DUITAMA,13351369,"""revisar niveles de aceite, estado de",Preventivo,Maquinaria,No,"0,2",,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,670014,PLANTA ELECTRICA,19152,MANTENIMIENTO ELECTRIC.PLANTA DUITAMA,13353476,verificar estado de correas,Preventivo,Maquinaria,No,"0,2",,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649166,COMPRESOR DE AIRE,18915,MANT. LUBRICACION DEL COMPAIRE INGERSOL,13351362,Veri la operacion de las purgas para,Preventivo,Maquinaria,No,"0,3",,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649166,COMPRESOR DE AIRE,18915,MANT. LUBRICACION DEL COMPAIRE INGERSOL,13351363,Veri la operacion de las purgas para,Preventivo,Maquinaria,No,"0,3",,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649166,COMPRESOR DE AIRE,18915,MANT. LUBRICACION DEL COMPAIRE INGERSOL,13353473,Veri la operacion de las purgas para,Preventivo,Maquinaria,No,"0,3",,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649166,COMPRESOR DE AIRE,18915,MANT. LUBRICACION DEL COMPAIRE INGERSOL,13353474,Veri la operacion de las purgas para,Preventivo,Maquinaria,No,"0,3",,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649166,COMPRESOR DE AIRE,18915,MANT. LUBRICACION DEL COMPAIRE INGERSOL,13353475,Veri la operacion de las purgas para,Preventivo,Maquinaria,No,"0,3",,,,,,,,
G. LUX DUITAMA,0441-AGUAS RESIDUALES  GASEOSA,TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710094,PLANTA AGUAS RESIDUALES GASEOSA,19195,MANTENIMIENTO ELECTRICO BOMBAS PETAR,13349426,revisar conexiones electricas de las,Preventivo,Maquinaria,No,"0,5",,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15644,Mantenimiento de Inspector de botellas,13351350,Revisi¢n del aire soplado de rechazo.,Preventivo,Maquinaria,No,"0,5",,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15646,Mantenimiento de Inspector de botellas,13351353,Revisi¢n del bombillo reflector,Preventivo,Maquinaria,No,"0,5",,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15648,Mantenimiento de Inspector de botellas,13351356,Engrase de chumaceras de transportador,Preventivo,Maquinaria,No,"0,5",,,,,,,,
G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15649,Mantenimiento de Inspector de botellas,13351357,Engrase de la cremallera del cabezal,Preventivo,Maquinaria,No,"0,5",,,,,,,,
G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649224,COMPRESOR DE AIRE,18993,MANT. LUBRICACION DEL COMPAIRE INGERSOL,13351364,Revi el estado del filtro de aire y,Preventivo,Maquinaria,No,"0,5",,,,,,,,