Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,aprobacion programador,correo de programador,correo de planeador,imagen_observacion
"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",828040,DESEMPACADORA,13347911,INSPECCION SEMANAL EMPACADORA 828743,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,,,,"0,3333333333",si,si,si,si,,,,
"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",828040,DESEMPACADORA,13347911,INSPECCION SEMANAL EMPACADORA 828743,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,,,,"0,3333333333",si,si,si,si,,,,
"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",599561,INSPECTOR ELECTRONICO,13347904,INSPECCION SEMANAL OPERACION DEL INSPECT,FUGAS DE AIRE/ ACEITE,si,CUMPLE,"8/5/2024, 11:18:32","0,3333333333",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",599561,INSPECTOR ELECTRONICO,13347904,INSPECCION SEMANAL OPERACION DEL INSPECT,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"8/5/2024, 11:18:36","0,3333333333",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",599561,INSPECTOR ELECTRONICO,13347904,INSPECCION SEMANAL OPERACION DEL INSPECT,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"8/5/2024, 11:18:40","0,3333333333",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",828996,PROCESADOR DE BEBIDA,13347660,INSPECCION SEMANAL PROCESADOR DE BEBIDA,FUGAS DE AIRE/ ACEITE/ AMONIACO,si,CUMPLE,"8/5/2024, 11:18:46","0,3333333333",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",828996,PROCESADOR DE BEBIDA,13347660,INSPECCION SEMANAL PROCESADOR DE BEBIDA,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"8/5/2024, 11:18:49","0,3333333333",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",828996,PROCESADOR DE BEBIDA,13347660,INSPECCION SEMANAL PROCESADOR DE BEBIDA,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"8/5/2024, 11:18:51","0,3333333333",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",820030,TANDEM DE PALETIZADO,13347672,INSPECCION SEMANAL OPERACION TANDEM,FUGAS DE AIRE/ ACEITE,si,CUMPLE,"21/5/2024, 11:07:02","0,3333333333",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",820030,TANDEM DE PALETIZADO,13347672,INSPECCION SEMANAL OPERACION TANDEM,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"21/5/2024, 11:11:17","0,3333333333",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",820030,TANDEM DE PALETIZADO,13347672,INSPECCION SEMANAL OPERACION TANDEM,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"21/5/2024, 11:11:24","0,3333333333",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,810003,CALENTADOR DE LATAS,13347681,INSPECCION SEMANAL CALENADOR DE LATAS,FUGAS DE AIRE/ ACEITE,si,CUMPLE,"7/5/2024, 1:53:08","0,3333333333",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,810003,CALENTADOR DE LATAS,13347681,INSPECCION SEMANAL CALENADOR DE LATAS,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"7/5/2024, 1:53:19","0,3333333333",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,810003,CALENTADOR DE LATAS,13347681,INSPECCION SEMANAL CALENADOR DE LATAS,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"7/5/2024, 1:53:24","0,3333333333",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,528834,CARBO COOLER,13347661,INSPECCION SEMANAL OPER CARBO L4,FUGAS DE AIRE/ ACEITE/ AMONIACO,si,CUMPLE,"17/5/2024, 6:23:48","0,3333333333",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,528834,CARBO COOLER,13347661,INSPECCION SEMANAL OPER CARBO L4,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"17/5/2024, 6:24:56","0,3333333333",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,528834,CARBO COOLER,13347661,INSPECCION SEMANAL OPER CARBO L4,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"17/5/2024, 6:25:16","0,3333333333",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,82960201,CODIFICADOR,13347753,INSPECCION SEMANAL CODIFICADOR NRET HIT,ESTADO Y FUNCIONAMIENTO CABEZAL CODIFICADOR,si,CUMPLE,"7/5/2024, 20:15:14","0,0714285714",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,82960201,CODIFICADOR,13347753,INSPECCION SEMANAL CODIFICADOR NRET HIT,ALINEACIÓN CHORRO/REGULACION DE TINTA,si,CUMPLE,"7/5/2024, 20:15:20","0,0714285714",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,82960201,CODIFICADOR,13347753,INSPECCION SEMANAL CODIFICADOR NRET HIT,VERIFICAR IMPRESIÓN Y NIVELES DE FLUIDOS,si,CUMPLE,"7/5/2024, 20:15:26","0,0714285714",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,82960201,CODIFICADOR,13347753,INSPECCION SEMANAL CODIFICADOR NRET HIT,COMPONENTES SUELTOS Ó AUSENTES,si,CUMPLE,"7/5/2024, 20:15:35","0,0714285714",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,82960201,CODIFICADOR,13347753,INSPECCION SEMANAL CODIFICADOR NRET HIT,ESTADO Y FUNCIONAMIENTO CABEZAL CODIFICADOR,si,CUMPLE,"7/5/2024, 20:15:44","0,0714285714",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,82960201,CODIFICADOR,13347753,INSPECCION SEMANAL CODIFICADOR NRET HIT,ALINEACIÓN CHORRO/REGULACION DE TINTA,si,CUMPLE,"7/5/2024, 20:15:39","0,0714285714",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,82960201,CODIFICADOR,13347753,INSPECCION SEMANAL CODIFICADOR NRET HIT,VERIFICAR IMPRESIÓN Y NIVELES DE FLUIDOS,si,CUMPLE,"7/5/2024, 20:15:50","0,0714285714",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,82960402,CODIFICADOR,13347812,INSPECCION SEMANAL CODIFICADOR NRET HIT,COMPONENTES SUELTOS Ó AUSENTES,si,CUMPLE,"7/5/2024, 20:15:57","0,5",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,819101,DEPALETIZADORA LATA,13347677,INSPECCION SEMANAL DEPALETIZADORA LATA,FUGAS DE AIRE/ ACEITE,si,CUMPLE,"17/5/2024, 6:27:56","0,1",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,819101,DEPALETIZADORA LATA,13347677,INSPECCION SEMANAL DEPALETIZADORA LATA,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"17/5/2024, 6:28:16","0,1",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,819101,DEPALETIZADORA LATA,13347677,INSPECCION SEMANAL DEPALETIZADORA LATA,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"17/5/2024, 6:28:36","0,1",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,810004,ENFARDADORA,13347685,INSPECCION SEMANAL ENFARDADORA,FUGAS DE AIRE/ ACEITE,si,CUMPLE,"9/5/2024, 23:48:48","0,1666666667",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,810004,ENFARDADORA,13347685,INSPECCION SEMANAL ENFARDADORA,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"9/5/2024, 23:48:58","0,1666666667",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,810004,ENFARDADORA,13347685,INSPECCION SEMANAL ENFARDADORA,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"9/5/2024, 23:49:03","0,1666666667",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,8100062,ENJUAGADORA DE LATAS - RINSER,13347712,INSPECCION SEMANAL OPERACION RINSER,ESTADO SISTEMA NEUMÁTICO (ELECTROVÁLVULAS. CILINDROS ) ,si,CUMPLE,"6/5/2024, 17:16:04","0,3333333333",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,8100062,ENJUAGADORA DE LATAS - RINSER,13347712,INSPECCION SEMANAL OPERACION RINSER,"REVISIÓN DE TUBERÍA, BOQUILLAS, EMPAQUES, MANOMETROS",si,CUMPLE,"6/5/2024, 17:16:09","0,3333333333",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,8100062,ENJUAGADORA DE LATAS - RINSER,13347712,INSPECCION SEMANAL OPERACION RINSER,AJUSTE TORNILLERIA GENERAL,si,CUMPLE,"6/5/2024, 17:16:14","0,3333333333",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,810006,LLENADORA  DE LATA,13347676,INSPECCIÓN SEMANAL LLENADORA LINEA 4,FUGAS DE AIRE/ ACEITE,si,CUMPLE,"6/5/2024, 17:16:22","0,3333333333",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,810006,LLENADORA  DE LATA,13347676,INSPECCIÓN SEMANAL LLENADORA LINEA 4,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"6/5/2024, 17:16:27","0,3333333333",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,810006,LLENADORA  DE LATA,13347676,INSPECCIÓN SEMANAL LLENADORA LINEA 4,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"6/5/2024, 17:16:30","0,3333333333",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,829604,TRANSPORTADOR DE LATAS,13347686,INSPECCION SEMANAL TRANSPORTADOR LATAS,FUGAS DE AIRE/ ACEITE,si,CUMPLE,"6/5/2024, 17:16:34","0,3333333333",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,829604,TRANSPORTADOR DE LATAS,13347686,INSPECCION SEMANAL TRANSPORTADOR LATAS,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"6/5/2024, 17:16:38","0,3333333333",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO LATA,829604,TRANSPORTADOR DE LATAS,13347686,INSPECCION SEMANAL TRANSPORTADOR LATAS,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"6/5/2024, 17:16:42","0,3333333333",si,si,si,si,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,829704,ALIMENTADOR DE TAPA PLASTICA,13347791,INSPECCIÓN SEMANAL DEL CLASIFICADOR DE T,FUGAS DE AIRE/ ACEITE,si,CUMPLE,"7/5/2024, 0:59:20","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,829704,ALIMENTADOR DE TAPA PLASTICA,13347791,INSPECCIÓN SEMANAL DEL CLASIFICADOR DE T,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"7/5/2024, 0:59:30","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,829704,ALIMENTADOR DE TAPA PLASTICA,13347791,INSPECCIÓN SEMANAL DEL CLASIFICADOR DE T,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"7/5/2024, 0:59:40","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589662,CODIFICADOR LASER DE ENVASE,13347805,INSPECCION SEMANAL CODIFICADOR LASER,ESTADO Y FUNCIONAMIENTO LÁMPARA SEÑAL DE SERVICIO,si,CUMPLE,"14/5/2024, 14:09:37","0,0222222222",si,si,si,si,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589662,CODIFICADOR LASER DE ENVASE,13347805,INSPECCION SEMANAL CODIFICADOR LASER,VERIFICAR IMPRESIÓN,si,CUMPLE,"14/5/2024, 14:09:43","0,0222222222",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589662,CODIFICADOR LASER DE ENVASE,13347805,INSPECCION SEMANAL CODIFICADOR LASER,ESTADO DE FILTROS Y MANGUERAS,si,CUMPLE,"14/5/2024, 14:09:51","0,0222222222",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589662,CODIFICADOR LASER DE ENVASE,13347805,INSPECCION SEMANAL CODIFICADOR LASER,LIMPIEZA LENTE,si,CUMPLE,"14/5/2024, 14:10:03","0,0222222222",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589662,CODIFICADOR LASER DE ENVASE,13347805,INSPECCION SEMANAL CODIFICADOR LASER,ESTADO DE EXTRACTORES,si,CUMPLE,"14/5/2024, 14:10:13","0,0222222222",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589662,CODIFICADOR LASER DE ENVASE,13347805,INSPECCION SEMANAL CODIFICADOR LASER,ESTADO Y FUNCIONAMIENTO CABEZAL CODIFICADOR,si,CUMPLE,"14/5/2024, 14:10:21","0,0222222222",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589662,CODIFICADOR LASER DE ENVASE,13347805,INSPECCION SEMANAL CODIFICADOR LASER,ESTADO ESTABILIZADOR DE VOLTAJE,si,CUMPLE,"14/5/2024, 14:10:26","0,0222222222",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589662,CODIFICADOR LASER DE ENVASE,13347805,INSPECCION SEMANAL CODIFICADOR LASER,COMPONENTES SUELTOS Ó AUSENTES,si,CUMPLE,"14/5/2024, 14:10:33","0,0222222222",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589662,CODIFICADOR LASER DE ENVASE,13347805,INSPECCION SEMANAL CODIFICADOR LASER,COMPONENTES ELECTRICOS MOTORES/CABLEADO/SENSORES/ELECTROVALVULAS,si,CUMPLE,"14/5/2024, 14:10:40","0,0222222222",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589686,CODIFICADOR LINEA PET,13347868,INSPECCION SEMANAL CODIFICADOR,ESTADO Y FUNCIONAMIENTO CABEZAL CODIFICADOR,si,,,"0,0285714286",,,,,si,,,
LINEA PET AGUA ALIGERADA,589686,CODIFICADOR LINEA PET,13347868,INSPECCION SEMANAL CODIFICADOR,ESTADO TRAMPA DE TINTA/BLOQUEO DE RETORNO,si,CUMPLE,"15/5/2024, 7:44:03","0,0285714286",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589686,CODIFICADOR LINEA PET,13347868,INSPECCION SEMANAL CODIFICADOR,ALINEACIÓN CHORRO/REGULACION DE TINTA,si,CUMPLE,"15/5/2024, 7:43:29","0,0285714286",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589686,CODIFICADOR LINEA PET,13347868,INSPECCION SEMANAL CODIFICADOR,ESTADO ESTABILIZADOR DE VOLTAJE,si,CUMPLE,"15/5/2024, 7:44:19","0,0285714286",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589686,CODIFICADOR LINEA PET,13347868,INSPECCION SEMANAL CODIFICADOR,VERIFICAR IMPRESIÓN Y NIVELES DE FLUIDOS,si,CUMPLE,"15/5/2024, 7:44:39","0,0285714286",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589686,CODIFICADOR LINEA PET,13347868,INSPECCION SEMANAL CODIFICADOR,COMPONENTES SUELTOS Ó AUSENTES,si,CUMPLE,"15/5/2024, 7:46:19","0,0285714286",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,589686,CODIFICADOR LINEA PET,13347868,INSPECCION SEMANAL CODIFICADOR,COMPONENTES ELECTRICOS MOTORES/CABLEADO/SENSORES/ELECTROVALVULAS,si,CUMPLE,"15/5/2024, 7:46:39","0,0285714286",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,710325,ENFARDADORA,13347788,INSPECCION SEMANAL ENFARDADORA 710325,FUGAS DE AIRE/ ACEITE,si,CUMPLE,"7/5/2024, 1:00:10","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,710325,ENFARDADORA,13347788,INSPECCION SEMANAL ENFARDADORA 710325,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"7/5/2024, 1:04:33","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,710325,ENFARDADORA,13347788,INSPECCION SEMANAL ENFARDADORA 710325,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,"Termo válvulas del túnel de retractilado desmontadas por Falla en el mismo, se precisa verificación de las se precisa Verificación de las mismas y se precisa verificación del funcionamiento y se precisa la verificación del correcto funcionamiento de las Termocuplas",,"0,0666666667",,,,,si,Juan Bermudez,Oswaldo Baquero Saenz,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/aTmswOOkYXClpN9hgWXL/pub/M1dsaNRPqghmgLKLBpwk.jpg
LINEA PET AGUA ALIGERADA,579081,ENVOLVEDORA FILM PLASTICO,13347783,INSPECCION SEMANAL ENVOLVEDORA FILM PLAS,FUGAS DE AIRE/ ACEITE,si,CUMPLE,"7/5/2024, 1:14:33","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,579081,ENVOLVEDORA FILM PLASTICO,13347783,INSPECCION SEMANAL ENVOLVEDORA FILM PLAS,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"7/5/2024, 1:16:13","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,579081,ENVOLVEDORA FILM PLASTICO,13347783,INSPECCION SEMANAL ENVOLVEDORA FILM PLAS,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"7/5/2024, 1:16:17","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,820084,ETIQUETADORA ENVOLVENTE,13347782,INSPECCION SEMANAL ETIQUETADORA,FUGAS DE AIRE/ ACEITE,si,CUMPLE,"7/5/2024, 1:23:43","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,820084,ETIQUETADORA ENVOLVENTE,13347782,INSPECCION SEMANAL ETIQUETADORA,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"14/5/2024, 14:11:58","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,820084,ETIQUETADORA ENVOLVENTE,13347782,INSPECCION SEMANAL ETIQUETADORA,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"14/5/2024, 14:12:07","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,599606,INSPECTOR ELECTRONICO,13347785,INSPECCION SEMANAL INSP ELECT 599606,FUGAS DE AIRE/ ACEITE,si,CUMPLE,"15/5/2024, 7:48:33","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,599606,INSPECTOR ELECTRONICO,13347785,INSPECCION SEMANAL INSP ELECT 599606,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"15/5/2024, 7:48:42","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,599606,INSPECTOR ELECTRONICO,13347785,INSPECCION SEMANAL INSP ELECT 599606,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"15/5/2024, 7:48:50","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,820213,LIMPIEZA POR ESPUMA,13347794,INSPECCIÓN SEM DE LA LIMPIEZA POR ESPUMA,FUGAS DE AIRE/ ACEITE,si,CUMPLE,"14/5/2024, 14:12:45","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,820213,LIMPIEZA POR ESPUMA,13347794,INSPECCIÓN SEM DE LA LIMPIEZA POR ESPUMA,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"14/5/2024, 14:12:53","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,820213,LIMPIEZA POR ESPUMA,13347794,INSPECCIÓN SEM DE LA LIMPIEZA POR ESPUMA,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"14/5/2024, 14:13:07","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,519562,LLENADORA DE BOTELLAS PET 48 VALVULAS,13347778,INSPECCION SEMANAL LLENADORA BOT PET,FUGAS DE AIRE/ ACEITE,si,,,"0,0666666667",,,,,si,,,
LINEA PET AGUA ALIGERADA,519562,LLENADORA DE BOTELLAS PET 48 VALVULAS,13347778,INSPECCION SEMANAL LLENADORA BOT PET,ESTADO Y FUNCIONAMIENTO DE COMPONENTES MECANICOS,si,CUMPLE,"16/5/2024, 12:57:15","0,0666666667",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,519562,LLENADORA DE BOTELLAS PET 48 VALVULAS,13347778,INSPECCION SEMANAL LLENADORA BOT PET,ESTADO Y FUNCIONAMIENTO DE COMPONENTES ELECTRICOS,si,CUMPLE,"16/5/2024, 12:57:27","0,0666666667",si,si,si,si,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,829872,LUBRICACION DE TRANSPORTADORES,13347806,INSPECCION SEMANAL LUBRIC TRANSPORTAORES,ESTADO DE RED DE LUBRICACIÓN Y ACCESORIOS.,si,CUMPLE,"7/5/2024, 1:05:03","0,2",,,,,si,.,.,CUMPLE
LINEA PET AGUA ALIGERADA,579082,PALETIZADORA,13347796,INSPECCION SEMANAL PALETIZADORA 579082,FUGAS DE AIRE/ ACEITE,si,CUMPLE,"7/5/2024, 1:01:40","0,0666666667",,,,,si,.,.,CUMPLE
