Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Duración,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,Completado,Observaciones,Fecha Programada,aprobacion programador,correo de programador,correo de planeador,imagen_observacion
TRATAMIENTO DE AGUAS DE DESECHO JUGOS,710202,PLANTA AGUA RESIDUAL      ,13349802,INSPECCION SEMANAL PTAR 710202,ESTADO BOMBAS,1,si,si,si,si,,,,,,,
TRATAMIENTO DE AGUAS DE DESECHO JUGOS,710202,PLANTA AGUA RESIDUAL      ,13349802,INSPECCION SEMANAL PTAR 710202,ESTADO SISTEMA DE CONTROL Y POTENCIA,1,si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659361,CALDERA,13349838,INSPECCIÓN SEMANAL CALDERA CLEAVER,VERIFICAR ESTADO VALVULAS DE SEGURIDAD,"0,3333333333",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659361,CALDERA,13349838,INSPECCIÓN SEMANAL CALDERA CLEAVER,VERIFICAR ESTADO INSTRUMENTOS DE CONTROL,"0,3333333333",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659361,CALDERA,13349838,INSPECCIÓN SEMANAL CALDERA CLEAVER,VERIFICAR OPERACION DEL MACDONALD,"0,3333333333",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,650008,CALDERA,13349837,INSPECCIÓN SEMANAL CALDERA POWER,VERIFICAR ESTADO VALVULAS DE SEGURIDAD,"0,3333333333",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,650008,CALDERA,13349837,INSPECCIÓN SEMANAL CALDERA POWER,VERIFICAR ESTADO INSTRUMENTOS DE CONTROL,"0,3333333333",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,650008,CALDERA,13349837,INSPECCIÓN SEMANAL CALDERA POWER,VERIFICAR OPERACION DEL MACDONALD,"0,3333333333",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,660020,TORRE ENFRIAMIENTO TPI  ,13349861,INSPECCION SEMANAL TORRE DE ENFRIAMIENTO,REVISAR ESTRUCTURA GENERAL,"0,3333333333",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,660020,TORRE ENFRIAMIENTO TPI  ,13349861,INSPECCION SEMANAL TORRE DE ENFRIAMIENTO,REVISAR FLAUTAS,"0,3333333333",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,660020,TORRE ENFRIAMIENTO TPI  ,13349861,INSPECCION SEMANAL TORRE DE ENFRIAMIENTO,REVISAR BOMBAS,"0,3333333333",si,si,si,si,,,,,,,
EQUIPOS PARA PREPARACION JUGOS TETRAPAK,900008,DRUMP DUMPER  ,13349806,INSPECCIÓN SEMANAL DUMPER TETRA 900008,REVISAR CILINDROS NEUMATICOS,"0,3333333333",si,si,si,si,,,,,,,
EQUIPOS PARA PREPARACION JUGOS TETRAPAK,900008,DRUMP DUMPER  ,13349806,INSPECCIÓN SEMANAL DUMPER TETRA 900008,REVISAR MOTOREDUCTOR DEL PICADOR,"0,3333333333",si,si,si,si,,,,,,,
EQUIPOS PARA PREPARACION JUGOS TETRAPAK,900008,DRUMP DUMPER  ,13349806,INSPECCIÓN SEMANAL DUMPER TETRA 900008,REVISAR TABLERO ELECTRICO,"0,3333333333",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689629,REDES HIDRAULICAS Y NEUMATICAS ,13349793,INSPECCION SEMANAL REDES HD 689629,ESTADO BOMBA   SERVICIOS  GENERALES,"0,125",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689629,REDES HIDRAULICAS Y NEUMATICAS ,13349793,INSPECCION SEMANAL REDES HD 689629,ESTADO BOMBA   FLOCULADOR,"0,125",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689629,REDES HIDRAULICAS Y NEUMATICAS ,13349793,INSPECCION SEMANAL REDES HD 689629,ESTADO BOMBA   CALDERA,"0,125",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689629,REDES HIDRAULICAS Y NEUMATICAS ,13349793,INSPECCION SEMANAL REDES HD 689629,ESTADO BOMBA    ESTERIDRINK,"0,125",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689629,REDES HIDRAULICAS Y NEUMATICAS ,13349793,INSPECCION SEMANAL REDES HD 689629,ESTADO BOMBA  LAVADORA,"0,125",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689629,REDES HIDRAULICAS Y NEUMATICAS ,13349793,INSPECCION SEMANAL REDES HD 689629,ESTADO BOMBA    COOLER,"0,125",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689629,REDES HIDRAULICAS Y NEUMATICAS ,13349793,INSPECCION SEMANAL REDES HD 689629, ESTADO BOMBA CLORO,"0,125",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689629,REDES HIDRAULICAS Y NEUMATICAS ,13349793,INSPECCION SEMANAL REDES HD 689629,ESTADO BOMBA   SALMUERA,"0,125",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,749631,REDES ELECTRICAS ,13349792,INSPECCION SEMANAL REDES ELECTRICAS,REVISAR ESTADO ILUMINACION PLANTA EN GENERAL,"1,5",si,si,si,si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,749631,REDES ELECTRICAS ,13349792,INSPECCION SEMANAL REDES ELECTRICAS,TORRES EXTERIORES,"1,5",si,si,si,si,,,,,,,
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,519564,A3-SPEED       ,13349857,INSPECCION SEMANAL LLENADORA A3-SPEED,SUPER ESTRUCTURA,"0,25",si,si,si,si,si,CUMPLE,"7/5/2024, 13:10:02",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,519564,A3-SPEED       ,13349857,INSPECCION SEMANAL LLENADORA A3-SPEED,PLEGADORA FINAL,"0,25",,,,,si,,,si,,,
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,519564,A3-SPEED       ,13349857,INSPECCION SEMANAL LLENADORA A3-SPEED,SISTEMA DE MORDAZAS,"0,25",,,,,si,CUMPLE,"7/5/2024, 15:50:58",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,519564,A3-SPEED       ,13349857,INSPECCION SEMANAL LLENADORA A3-SPEED,HORUGA,"0,25",,,,,si,CUMPLE,"7/5/2024, 15:51:21",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,519564,A3-SPEED       ,13349857,INSPECCION SEMANAL LLENADORA A3-SPEED,CAMARA ASEPTICA,"0,25",,,,,si,CUMPLE,"7/5/2024, 15:51:30",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,519564,A3-SPEED       ,13349857,INSPECCION SEMANAL LLENADORA A3-SPEED,SISTEMA DE LIMPIEZA,"0,25",,,,,si,CUMPLE,"7/5/2024, 15:51:44",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,519564,A3-SPEED       ,13349857,INSPECCION SEMANAL LLENADORA A3-SPEED,"SERVICIOS GENERAL (FILTROS, TERMO)","0,25",,,,,si,CUMPLE,"7/5/2024, 15:51:58",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,519564,A3-SPEED       ,13349857,INSPECCION SEMANAL LLENADORA A3-SPEED,SISTEMA DE CONTROL Y POTENCIA,"0,25",,,,,si,CUMPLE,"7/5/2024, 15:52:05",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,51956402,HELIX 30  SPEED    ,13349859,INSPECCION SEMANAL ACUMULADOR HELIX,VERIFICAR CADENA DE ENTRADA,"0,2",,,,,si,CUMPLE,"7/5/2024, 15:52:21",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,51956402,HELIX 30  SPEED    ,13349859,INSPECCION SEMANAL ACUMULADOR HELIX,VERIFICAR CADENA DE SALIDA,"0,2",,,,,si,CUMPLE,"7/5/2024, 15:52:32",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,51956402,HELIX 30  SPEED    ,13349859,INSPECCION SEMANAL ACUMULADOR HELIX,ESTADO DE ARAÑA MECANICA,"0,2",,,,,si,CUMPLE,"7/5/2024, 15:52:48",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,51956402,HELIX 30  SPEED    ,13349859,INSPECCION SEMANAL ACUMULADOR HELIX,REVISAR SISTEMA NEUMATICO,"0,2",,,,,si,CUMPLE,"7/5/2024, 15:53:44",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,51956402,HELIX 30  SPEED    ,13349859,INSPECCION SEMANAL ACUMULADOR HELIX,REVISAR SISTEMA DE CONTROL Y POTENCIA,"0,2",,,,,si,CUMPLE,"7/5/2024, 15:52:55",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,51956404,CBP 30 SPEED    ,13349808,INSPECCION SEMANAL ENCARTONADORA CBP 30,REVISION UNIDAD DE ALIMENTACION Y AGRUPADOR,"0,1111111111",,,,,si,CUMPLE,"7/5/2024, 15:56:43",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,51956404,CBP 30 SPEED    ,13349808,INSPECCION SEMANAL ENCARTONADORA CBP 30,REVISAR SISTEMA DE CONTROL Y POTENCIA,"0,1111111111",,,,,si,CUMPLE,"7/5/2024, 15:57:22",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,51956404,CBP 30 SPEED    ,13349808,INSPECCION SEMANAL ENCARTONADORA CBP 30,SISTEMA NEUMATICO,"0,1111111111",,,,,si,CUMPLE,"7/5/2024, 15:57:40",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,51956404,CBP 30 SPEED    ,13349808,INSPECCION SEMANAL ENCARTONADORA CBP 30,TRANSPORTADORES,"0,1111111111",,,,,si,CUMPLE,"7/5/2024, 15:56:24",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,51956404,CBP 30 SPEED    ,13349808,INSPECCION SEMANAL ENCARTONADORA CBP 30,UNIDAD NORDSON,"0,1111111111",,,,,si,CUMPLE,"7/5/2024, 15:56:13",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,51956404,CBP 30 SPEED    ,13349808,INSPECCION SEMANAL ENCARTONADORA CBP 30,REVISION UNIDAD WRAP AROUND,"0,1111111111",,,,,si,CUMPLE,"7/5/2024, 16:21:50",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,51956404,CBP 30 SPEED    ,13349808,INSPECCION SEMANAL ENCARTONADORA CBP 30,SISTEMA DE LUBRICACION,"0,1111111111",,,,,si,CUMPLE,"7/5/2024, 15:55:53",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,51956404,CBP 30 SPEED    ,13349808,INSPECCION SEMANAL ENCARTONADORA CBP 30,ALMACEN DE CARTON,"0,1111111111",,,,,si,CUMPLE,"7/5/2024, 16:21:35",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,51956404,CBP 30 SPEED    ,13349808,INSPECCION SEMANAL ENCARTONADORA CBP 30,SISTEMA DE TRACCION,"0,1111111111",,,,,si,CUMPLE,"7/5/2024, 15:55:43",si,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS TETRAPAK,900010,PASTEURIZADOR ESTERIDRINK ,13349790,INSPECCIÓN SEMANAL STERIDRINK 900010,REVISION BOMBAS,"0,3333333333",si,si,si,si,,,,,,,
EQUIPOS PARA PREPARACION JUGOS TETRAPAK,900010,PASTEURIZADOR ESTERIDRINK ,13349790,INSPECCIÓN SEMANAL STERIDRINK 900010,REVISION VALVULAS DE CONTROL Y NEUMATICAS,"0,3333333333",si,si,si,si,,,,,,,
EQUIPOS PARA PREPARACION JUGOS TETRAPAK,900010,PASTEURIZADOR ESTERIDRINK ,13349790,INSPECCIÓN SEMANAL STERIDRINK 900010,REVISAR SISTEMA DE CONTROL Y POTENCIA,"0,3333333333",si,si,si,si,,,,,,,
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,589684,CODIFICADOR,13349824,INSPECCION SEMANAL CODIFICADOR L1,REVISION SISTEMA HIDRAULICO,"0,5",,,,,si,CUMPLE,"7/5/2024, 15:55:31",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 1,589684,CODIFICADOR,13349824,INSPECCION SEMANAL CODIFICADOR L1,REVISAR SISTEMA DE CONTROL Y POTENCIA,"0,5",,,,,si,CUMPLE,"7/5/2024, 15:55:19",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,589657,CODIFICADOR DOMINO ,13349844,INSPECCION SEMANAL CODIFICADOR L4,REVISION SISTEMA HIDRAULICO,"0,5",si,si,si,si,si,CUMPLE,"7/5/2024, 13:35:07",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,589657,CODIFICADOR DOMINO ,13349844,INSPECCION SEMANAL CODIFICADOR L4,REVISAR SISTEMA DE CONTROL Y POTENCIA,"0,5",,,,,si,CUMPLE,"7/5/2024, 13:35:30",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,540022,EMPACADORA CBP32 ,13349842,INSPECCION SEMANAL CBP 32 30 L4,ESTADO DE SISTEMA NEUMATICO,"0,2",si,si,si,si,si,CUMPLE,"7/5/2024, 13:35:47",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,540022,EMPACADORA CBP32,13349842,INSPECCION SEMANAL CBP 32 30 L4,ESTADO DE LUBRICACION CENTRAL,"0,2",si,si,si,si,si,CUMPLE,"7/5/2024, 13:35:57",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,540022,EMPACADORA CBP32,13349842,INSPECCION SEMANAL CBP 32 30 L4,REVISAR CADENA DE ESTACIONES,"0,2",si,si,si,si,si,CUMPLE,"7/5/2024, 13:36:08",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,540022,EMPACADORA CBP32,13349842,INSPECCION SEMANAL CBP 32 30 L4,ESTADO DE BANDAS TRANSPORTADORAS,"0,2",si,si,si,si,si,CUMPLE,"7/5/2024, 13:36:17",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,540022,EMPACADORA CBP32,13349842,INSPECCION SEMANAL CBP 32 30 L4,REVISAR SISTEMA DE CONTROL Y POTENCIA,"0,2",si,si,si,si,si,CUMPLE,"7/5/2024, 13:36:24",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,538687,APLICADOR DE TAPA CAP30 ,13349841,INSPECCION SEMANAL CAP 30 L4,REVISAR SISTEMA NORDSON,"0,2",si,si,si,si,si,CUMPLE,"11/5/2024, 18:47:20",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,538687,APLICADOR DE TAPA CAP30,13349841,INSPECCION SEMANAL CAP 30 L4,REVISAR SISTEMA NEUMATICO,"0,2",,,,,si,CUMPLE,"11/5/2024, 18:47:31",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,538687,APLICADOR DE TAPA CAP30,13349841,INSPECCION SEMANAL CAP 30 L4,ESTADO DE LUBRICACION CENTRAL,"0,2",,,,,si,CUMPLE,"11/5/2024, 18:47:40",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,538687,APLICADOR DE TAPA CAP30,13349841,INSPECCION SEMANAL CAP 30 L4,REVISAR BANDAS TRANSPORTADORAS,"0,2",,,,,si,CUMPLE,"11/5/2024, 18:48:05",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,538687,APLICADOR DE TAPA CAP30,13349841,INSPECCION SEMANAL CAP 30 L4,REVISAR SISTEMA DE CONTROL Y POTENCIA,"0,2",,,,,si,CUMPLE,"11/5/2024, 18:48:28",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,829867,ACUMULADOR HELIX  ,13349805,INSPECCION SEMANAL HELIX AHX 70,VERIFICAR CADENA DE ENTRADA,"0,1666666667",si,si,si,si,si,CUMPLE,"16/5/2024, 13:46:54",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,829867,ACUMULADOR HELIX  ,13349805,INSPECCION SEMANAL HELIX AHX 70,VERIFICAR CADENA DE SALIDA,"0,1666666667",,,,,si,CUMPLE,"16/5/2024, 13:47:00",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,829867,ACUMULADOR HELIX  ,13349805,INSPECCION SEMANAL HELIX AHX 70,ESTADO DE ARAÑA MECANICA,"0,1666666667",,,,,si,CUMPLE,"16/5/2024, 13:47:07",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,829867,ACUMULADOR HELIX  ,13349805,INSPECCION SEMANAL HELIX AHX 70,REVISAR SISTEMA NEUMATICO,"0,1666666667",,,,,si,CUMPLE,"16/5/2024, 13:47:14",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,829867,ACUMULADOR HELIX  ,13349805,INSPECCION SEMANAL HELIX AHX 70,REVISAR SISTEMA DE CONTROL Y POTENCIA,"0,1666666667",,,,,si,CUMPLE,"16/5/2024, 13:47:19",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,829867,ACUMULADOR HELIX  ,13349805,INSPECCION SEMANAL HELIX AHX 70,ESTADO DE LUBRICACION CENTRAL,"0,1666666667",,,,,si,CUMPLE,"16/5/2024, 13:47:25",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,690108,PASTEURIZADOR A-3 FLEX  ,13349843,INSPECCION SEMANAL PASTEUR FLEX 690108,REVISAR SISTEMA NEUMATICO,"0,25",si,si,si,si,si,CUMPLE,"16/5/2024, 13:48:16",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,690108,PASTEURIZADOR A-3 FLEX  ,13349843,INSPECCION SEMANAL PASTEUR FLEX 690108,REVISAR BOMBAS,"0,25",,,,,si,CUMPLE,"16/5/2024, 13:48:24",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,690108,PASTEURIZADOR A-3 FLEX  ,13349843,INSPECCION SEMANAL PASTEUR FLEX 690108,REVISAR SISTEMA DE CALENTAMIENTO  ,"0,25",,,,,si,CUMPLE,"16/5/2024, 13:48:29",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,690108,PASTEURIZADOR A-3 FLEX  ,13349843,INSPECCION SEMANAL PASTEUR FLEX 690108,REVISAR SISTEMA DE CONTROL Y POTENCIA,"0,25",,,,,si,CUMPLE,"16/5/2024, 13:48:35",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,900038,LLENADORA USB    ,13349830,INSPECCIÓN SEMANAL LLENADORA 900038,REVISION SISTEMA DE TRACCION ,"0,06",si,si,si,si,,,,,,,
EQUIPOS PARA  ENVASADO JUGOS HIT,900038,LLENADORA USB    ,13349830,INSPECCIÓN SEMANAL LLENADORA 900038,REVISAR SISTEMA DE CONTROL Y POTENCIA,"0,06",si,si,si,si,,,,,,,
EQUIPOS PARA  ENVASADO JUGOS HIT,900038,LLENADORA USB    ,13349830,INSPECCIÓN SEMANAL LLENADORA 900038,REVISION SISTEMA DE LLENADO GENERAL,"0,06",si,si,si,si,,,,,,,
EQUIPOS PARA  ENVASADO JUGOS HIT,900038,LLENADORA USB    ,13349830,INSPECCIÓN SEMANAL LLENADORA 900038,PLATINAS DEL TAZÓN,"0,06",si,si,si,si,,,,,,,
EQUIPOS PARA  ENVASADO JUGOS HIT,900038,LLENADORA USB    ,13349830,INSPECCIÓN SEMANAL LLENADORA 900038,CORREAS DENTADAS,"0,06",si,si,si,si,,,,,,,
EQUIPOS PARA  ENVASADO JUGOS HIT,900039,CORONADORA,13349831,INSPECIÓN SEMANAL CORONADORA 900039,REVISION DE ESTRELLAS,"0,06",,,,,si,CUMPLE,"9/5/2024, 13:52:46",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,900039,CORONADORA,13349831,INSPECIÓN SEMANAL CORONADORA 900039,REVISION DE GUIAS EN GENERAL,"0,06",,,,,si,CUMPLE,"9/5/2024, 13:52:57",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,900039,CORONADORA,13349831,INSPECIÓN SEMANAL CORONADORA 900039,REVISION ROSCARDORES EN GENERAL,"0,06",,,,,si,CUMPLE,"9/5/2024, 13:53:03",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,900039,CORONADORA,13349831,INSPECIÓN SEMANAL CORONADORA 900039,REVISION DOSIFICACION DE TAPA,"0,06",,,,,si,CUMPLE,"9/5/2024, 13:53:14",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,900039,CORONADORA,13349831,INSPECIÓN SEMANAL CORONADORA 900039,REVISAR SISTEMA DE CONTROL Y POTENCIA,"0,06",si,si,si,si,si,CUMPLE,"9/5/2024, 13:53:22",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,508166,LAVADORA DE BOTELLAS AUSTRAL  ,13349832,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO DE LAS PUNTERAS,"0,05",si,si,si,si,si,CUMPLE,"8/5/2024, 21:32:44",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,508166,LAVADORA DE BOTELLAS AUSTRAL  ,13349832,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO DEL ENCANASTADO,"0,05",si,si,si,si,si,CUMPLE,"8/5/2024, 21:32:54",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,508166,LAVADORA DE BOTELLAS AUSTRAL  ,13349832,INSPECCIÓN SEMANAL LAVADORA 508166,REVISION CARGUE Y DESCARGUE,"0,05",si,si,si,si,si,CUMPLE,"8/5/2024, 21:33:00",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,508166,LAVADORA DE BOTELLAS AUSTRAL  ,13349832,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO DE TANQUES LAVADORA ,"0,05",si,si,si,si,si,CUMPLE,"8/5/2024, 21:33:06",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,508166,LAVADORA DE BOTELLAS AUSTRAL  ,13349832,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO MOTORES Y BOMBAS,"0,05",si,si,si,si,si,CUMPLE,"8/5/2024, 21:33:12",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,508166,LAVADORA DE BOTELLAS AUSTRAL  ,13349832,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO  COCHES DE ENJUAGUE,"0,05",si,si,si,si,si,CUMPLE,"8/5/2024, 21:33:17",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,900041,TRANSPORTADOR DE BOTELLAS    ,13349836,INSPECCIÓN SEMANAL TRANS BOTELLAS L5,REVISION CADENAS Y REDUCTORES,"1,5",,,,,si,CUMPLE,"9/5/2024, 13:53:34",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,900041,TRANSPORTADOR DE BOTELLAS    ,13349836,INSPECCIÓN SEMANAL TRANS BOTELLAS L5,REVISION SISTEMA ELECTRICO Y MOTORES,"1,5",,,,,si,CUMPLE,"9/5/2024, 13:53:40",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,90004101,CODIFICADOR VIDEO JET   ,13349800,INSPECCIÓN SEMANAL CODIF. L5 90004101,REVISION SISTEMA HIDRAULICO,"0,15",si,si,si,si,,,,,,,
EQUIPOS PARA  ENVASADO JUGOS HIT,90004101,CODIFICADOR VIDEO JET   ,13349800,INSPECCIÓN SEMANAL CODIF. L5 90004101,REVISAR SISTEMA DE CONTROL Y POTENCIA,"0,15",si,si,si,si,,,,,,,
